ID,Scenario,Question,Source,source_consistency,superfluous_elements,framing_bias,eval_terms,structural_assumption,NOTES,
,"Successfully plan the restoration of an organ.. In this scenario Paul has to plan a similar restoration. However, from his already extensive knowledge about organs, he is uncertain about some of the information that was provided by the encyclopaedia. That is, some of the mentioned components and technicalities such as the pitch seemed illogical when compared to the other organs from the same organ builder. If it would somehow be possible to mark facts that are unreliable or untrue, that would save Paul a lot of time checking, verifying, and notating.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
",What sources can be consulted to gather information about the organ for restoration planning?,OntoChat,No,0,No,0,0,,
,"Successfully plan the restoration of an organ.. In this scenario Paul has to plan a similar restoration. However, from his already extensive knowledge about organs, he is uncertain about some of the information that was provided by the encyclopaedia. That is, some of the mentioned components and technicalities such as the pitch seemed illogical when compared to the other organs from the same organ builder. If it would somehow be possible to mark facts that are unreliable or untrue, that would save Paul a lot of time checking, verifying, and notating.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
",How can the information from Het Historische Orgel in Nederland and other sources be cross-referenced to ensure accuracy?,OntoChat,Yes,1: cross-referenced,No,1: accuracy,0,,
,"Successfully plan the restoration of an organ.. In this scenario Paul has to plan a similar restoration. However, from his already extensive knowledge about organs, he is uncertain about some of the information that was provided by the encyclopaedia. That is, some of the mentioned components and technicalities such as the pitch seemed illogical when compared to the other organs from the same organ builder. If it would somehow be possible to mark facts that are unreliable or untrue, that would save Paul a lot of time checking, verifying, and notating.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
",What steps can be taken to verify the reliability of information obtained from the Dutch hobbyist-made website and other sources for the organ restoration planning?,OntoChat,Yes,0,No,0,0,,
,"Successfully plan the restoration of an organ? Paul is hired to plan and supervise the restoration of an organ in a church. The church is from the sixteenth century. Paul would look up the organ in the Dutch organ encyclopaedia, which is ordered based on the year of production of the case of the organ. Because the organ is not necessarily made in the same year as the church, he first has to go through the indexes of the encyclopaedias in order to find the correct organ. Then, Paul searches for all organs that are made by the same organ builder. These organs are used as material for comparisons of the technical features. Finding and comparing the organs can be a tedious and time-consuming task. If this can be simplified and sped up by the use of the portal, Paul would save a lot of time and effort. As it turns out, the comparison of the disposition indicates that the organ up for restoration has been changed significantly during a previous restoration. This is indicated by a large difference in base stops that is used in all organs by the same organ builder. Paul now has to go visit some of the other organs and the church archives in order to verify whether some of those stops were the original stops or not.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
",What are the original parts of the organ?,gold,Yes,1: original parts,No,0,0,,
,"Successfully plan the restoration of an organ? Paul is hired to plan and supervise the restoration of an organ in a church. The church is from the sixteenth century. Paul would look up the organ in the Dutch organ encyclopaedia, which is ordered based on the year of production of the case of the organ. Because the organ is not necessarily made in the same year as the church, he first has to go through the indexes of the encyclopaedias in order to find the correct organ. Then, Paul searches for all organs that are made by the same organ builder. These organs are used as material for comparisons of the technical features. Finding and comparing the organs can be a tedious and time-consuming task. If this can be simplified and sped up by the use of the portal, Paul would save a lot of time and effort. As it turns out, the comparison of the disposition indicates that the organ up for restoration has been changed significantly during a previous restoration. This is indicated by a large difference in base stops that is used in all organs by the same organ builder. Paul now has to go visit some of the other organs and the church archives in order to verify whether some of those stops were the original stops or not.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
",Where are the original parts of an organ?,gold,Yes,"1: where, original parts",No,0,0,,
,"Successfully plan the restoration of an organ? Paul is hired to plan and supervise the restoration of an organ in a church. The church is from the sixteenth century. Paul would look up the organ in the Dutch organ encyclopaedia, which is ordered based on the year of production of the case of the organ. Because the organ is not necessarily made in the same year as the church, he first has to go through the indexes of the encyclopaedias in order to find the correct organ. Then, Paul searches for all organs that are made by the same organ builder. These organs are used as material for comparisons of the technical features. Finding and comparing the organs can be a tedious and time-consuming task. If this can be simplified and sped up by the use of the portal, Paul would save a lot of time and effort. As it turns out, the comparison of the disposition indicates that the organ up for restoration has been changed significantly during a previous restoration. This is indicated by a large difference in base stops that is used in all organs by the same organ builder. Paul now has to go visit some of the other organs and the church archives in order to verify whether some of those stops were the original stops or not.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
",Where is an organ located originally?,gold,Yes,"1: where, located originally",No,0,0,,
,"Successfully plan the restoration of an organ? Paul is hired to plan and supervise the restoration of an organ in a church. The church is from the sixteenth century. Paul would look up the organ in the Dutch organ encyclopaedia, which is ordered based on the year of production of the case of the organ. Because the organ is not necessarily made in the same year as the church, he first has to go through the indexes of the encyclopaedias in order to find the correct organ. Then, Paul searches for all organs that are made by the same organ builder. These organs are used as material for comparisons of the technical features. Finding and comparing the organs can be a tedious and time-consuming task. If this can be simplified and sped up by the use of the portal, Paul would save a lot of time and effort. As it turns out, the comparison of the disposition indicates that the organ up for restoration has been changed significantly during a previous restoration. This is indicated by a large difference in base stops that is used in all organs by the same organ builder. Paul now has to go visit some of the other organs and the church archives in order to verify whether some of those stops were the original stops or not.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
",When is an organ moved to another location?,gold,Yes,"3: when, moved to, another location",Yes,0,1: another location,,
,"Successfully plan the restoration of an organ? Paul is hired to plan and supervise the restoration of an organ in a church. The church is from the sixteenth century. Paul would look up the organ in the Dutch organ encyclopaedia, which is ordered based on the year of production of the case of the organ. Because the organ is not necessarily made in the same year as the church, he first has to go through the indexes of the encyclopaedias in order to find the correct organ. Then, Paul searches for all organs that are made by the same organ builder. These organs are used as material for comparisons of the technical features. Finding and comparing the organs can be a tedious and time-consuming task. If this can be simplified and sped up by the use of the portal, Paul would save a lot of time and effort. As it turns out, the comparison of the disposition indicates that the organ up for restoration has been changed significantly during a previous restoration. This is indicated by a large difference in base stops that is used in all organs by the same organ builder. Paul now has to go visit some of the other organs and the church archives in order to verify whether some of those stops were the original stops or not.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
",Why is an organ moved to another location?,gold,Yes,"3: why, moved to, another location",Yes,0,1: another location,,
,"Successfully plan the restoration of an organ? Paul is hired to plan and supervise the restoration of an organ in a church. The church is from the sixteenth century. Paul would look up the organ in the Dutch organ encyclopaedia, which is ordered based on the year of production of the case of the organ. Because the organ is not necessarily made in the same year as the church, he first has to go through the indexes of the encyclopaedias in order to find the correct organ. Then, Paul searches for all organs that are made by the same organ builder. These organs are used as material for comparisons of the technical features. Finding and comparing the organs can be a tedious and time-consuming task. If this can be simplified and sped up by the use of the portal, Paul would save a lot of time and effort. As it turns out, the comparison of the disposition indicates that the organ up for restoration has been changed significantly during a previous restoration. This is indicated by a large difference in base stops that is used in all organs by the same organ builder. Paul now has to go visit some of the other organs and the church archives in order to verify whether some of those stops were the original stops or not.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
",What is the purpose of Paul's task?,OntoChat,No,0,No,0,0,,
,"Successfully plan the restoration of an organ? Paul is hired to plan and supervise the restoration of an organ in a church. The church is from the sixteenth century. Paul would look up the organ in the Dutch organ encyclopaedia, which is ordered based on the year of production of the case of the organ. Because the organ is not necessarily made in the same year as the church, he first has to go through the indexes of the encyclopaedias in order to find the correct organ. Then, Paul searches for all organs that are made by the same organ builder. These organs are used as material for comparisons of the technical features. Finding and comparing the organs can be a tedious and time-consuming task. If this can be simplified and sped up by the use of the portal, Paul would save a lot of time and effort. As it turns out, the comparison of the disposition indicates that the organ up for restoration has been changed significantly during a previous restoration. This is indicated by a large difference in base stops that is used in all organs by the same organ builder. Paul now has to go visit some of the other organs and the church archives in order to verify whether some of those stops were the original stops or not.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
",How does Paul search for the correct organ in the Dutch organ encyclopaedia?,OntoChat,No,0,No,0,0,,
,"Successfully plan the restoration of an organ? Paul is hired to plan and supervise the restoration of an organ in a church. The church is from the sixteenth century. Paul would look up the organ in the Dutch organ encyclopaedia, which is ordered based on the year of production of the case of the organ. Because the organ is not necessarily made in the same year as the church, he first has to go through the indexes of the encyclopaedias in order to find the correct organ. Then, Paul searches for all organs that are made by the same organ builder. These organs are used as material for comparisons of the technical features. Finding and comparing the organs can be a tedious and time-consuming task. If this can be simplified and sped up by the use of the portal, Paul would save a lot of time and effort. As it turns out, the comparison of the disposition indicates that the organ up for restoration has been changed significantly during a previous restoration. This is indicated by a large difference in base stops that is used in all organs by the same organ builder. Paul now has to go visit some of the other organs and the church archives in order to verify whether some of those stops were the original stops or not.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
",What does Paul do after finding all organs made by the same organ builder?,OntoChat,No,0,No,0,0,,
,"Successfully plan the restoration of an organ? Paul is hired to plan and supervise the restoration of an organ in a church. The church is from the sixteenth century. Paul would look up the organ in the Dutch organ encyclopaedia, which is ordered based on the year of production of the case of the organ. Because the organ is not necessarily made in the same year as the church, he first has to go through the indexes of the encyclopaedias in order to find the correct organ. Then, Paul searches for all organs that are made by the same organ builder. These organs are used as material for comparisons of the technical features. Finding and comparing the organs can be a tedious and time-consuming task. If this can be simplified and sped up by the use of the portal, Paul would save a lot of time and effort. As it turns out, the comparison of the disposition indicates that the organ up for restoration has been changed significantly during a previous restoration. This is indicated by a large difference in base stops that is used in all organs by the same organ builder. Paul now has to go visit some of the other organs and the church archives in order to verify whether some of those stops were the original stops or not.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
",How does Paul verify the original stops of the organ up for restoration?,OntoChat,No,0,No,0,0,,
,"Successfully plan the restoration of an organ? Paul is hired to plan and supervise the restoration of an organ in a church. The church is from the sixteenth century. Paul would look up the organ in the Dutch organ encyclopaedia, which is ordered based on the year of production of the case of the organ. Because the organ is not necessarily made in the same year as the church, he first has to go through the indexes of the encyclopaedias in order to find the correct organ. Then, Paul searches for all organs that are made by the same organ builder. These organs are used as material for comparisons of the technical features. Finding and comparing the organs can be a tedious and time-consuming task. If this can be simplified and sped up by the use of the portal, Paul would save a lot of time and effort. As it turns out, the comparison of the disposition indicates that the organ up for restoration has been changed significantly during a previous restoration. This is indicated by a large difference in base stops that is used in all organs by the same organ builder. Paul now has to go visit some of the other organs and the church archives in order to verify whether some of those stops were the original stops or not.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
",What resources does Paul use during the restoration planning process?,OntoChat,No,0,No,0,0,,
,"The dashboard presents an overview of the classifying dimensions. Some of them might be hierarchical in nature (for instance the region/country/city classification). Whenever a dimension is chosen, the dashboard adapts to this new context by refining the classification of scores based on sub-dimensions. Jorge manages a digital library of scores. He aims at describing each score with a rich set of contextual information, although a comprehensive descritpion is often not possible. Among these information, one finds

    The musical work (or ‘Opus’) this score belongs to. A score can cover a whole Opus (e.g., a symphony) or only a part of it (e.g., the third movement). Additionally, it can contain only some parts, all the parts, a trasnscription for non-original instruments, etc. Jorge wants to preserve each score at the appropriate level, with an adequate referencing (e.g., the official Opus number in a standard catalogue exists, K234.a, of BWV192, etc.)
    Licence and copyright information
    Relations to standard external resources to refer to, e.g., composers or other kind of authorships
    An organisation in collections, clear and flexible
    Tools to manage this organisation and search for relevant scores.In terms of digital tools, Jorge wants a dashboard that gives him at a glance on overview of a score library content. The overview shows statistics on the library organized after the many dimensions that can be used to classify score: composer, period, countries/region/city, style, length, tonality, prominent patterns, orchestration, etc.","Is there a digital space to represent and describe the concept of “Opus”, and store digital scores related to an opus?",gold,Yes,0,Yes,0,0,,
,"The dashboard presents an overview of the classifying dimensions. Some of them might be hierarchical in nature (for instance the region/country/city classification). Whenever a dimension is chosen, the dashboard adapts to this new context by refining the classification of scores based on sub-dimensions. Jorge manages a digital library of scores. He aims at describing each score with a rich set of contextual information, although a comprehensive descritpion is often not possible. Among these information, one finds

    The musical work (or ‘Opus’) this score belongs to. A score can cover a whole Opus (e.g., a symphony) or only a part of it (e.g., the third movement). Additionally, it can contain only some parts, all the parts, a trasnscription for non-original instruments, etc. Jorge wants to preserve each score at the appropriate level, with an adequate referencing (e.g., the official Opus number in a standard catalogue exists, K234.a, of BWV192, etc.)
    Licence and copyright information
    Relations to standard external resources to refer to, e.g., composers or other kind of authorships
    An organisation in collections, clear and flexible
    Tools to manage this organisation and search for relevant scores.In terms of digital tools, Jorge wants a dashboard that gives him at a glance on overview of a score library content. The overview shows statistics on the library organized after the many dimensions that can be used to classify score: composer, period, countries/region/city, style, length, tonality, prominent patterns, orchestration, etc.","Is my collections and subcollections organisation based on clear concepts (e.g., genre, composer, period…) to gather Opuses?",gold,,,,,,,
,"The dashboard presents an overview of the classifying dimensions. Some of them might be hierarchical in nature (for instance the region/country/city classification). Whenever a dimension is chosen, the dashboard adapts to this new context by refining the classification of scores based on sub-dimensions. Jorge manages a digital library of scores. He aims at describing each score with a rich set of contextual information, although a comprehensive descritpion is often not possible. Among these information, one finds

    The musical work (or ‘Opus’) this score belongs to. A score can cover a whole Opus (e.g., a symphony) or only a part of it (e.g., the third movement). Additionally, it can contain only some parts, all the parts, a trasnscription for non-original instruments, etc. Jorge wants to preserve each score at the appropriate level, with an adequate referencing (e.g., the official Opus number in a standard catalogue exists, K234.a, of BWV192, etc.)
    Licence and copyright information
    Relations to standard external resources to refer to, e.g., composers or other kind of authorships
    An organisation in collections, clear and flexible
    Tools to manage this organisation and search for relevant scores.In terms of digital tools, Jorge wants a dashboard that gives him at a glance on overview of a score library content. The overview shows statistics on the library organized after the many dimensions that can be used to classify score: composer, period, countries/region/city, style, length, tonality, prominent patterns, orchestration, etc.","Am I able to nagivate, search and visualize my collections and opus?",gold,No,"2: collections, visualize",Yes,0,,,
,"The dashboard presents an overview of the classifying dimensions. Some of them might be hierarchical in nature (for instance the region/country/city classification). Whenever a dimension is chosen, the dashboard adapts to this new context by refining the classification of scores based on sub-dimensions. Jorge manages a digital library of scores. He aims at describing each score with a rich set of contextual information, although a comprehensive descritpion is often not possible. Among these information, one finds

    The musical work (or ‘Opus’) this score belongs to. A score can cover a whole Opus (e.g., a symphony) or only a part of it (e.g., the third movement). Additionally, it can contain only some parts, all the parts, a trasnscription for non-original instruments, etc. Jorge wants to preserve each score at the appropriate level, with an adequate referencing (e.g., the official Opus number in a standard catalogue exists, K234.a, of BWV192, etc.)
    Licence and copyright information
    Relations to standard external resources to refer to, e.g., composers or other kind of authorships
    An organisation in collections, clear and flexible
    Tools to manage this organisation and search for relevant scores.In terms of digital tools, Jorge wants a dashboard that gives him at a glance on overview of a score library content. The overview shows statistics on the library organized after the many dimensions that can be used to classify score: composer, period, countries/region/city, style, length, tonality, prominent patterns, orchestration, etc.","Can I examine features extracted from digital scores (e.g., tonality, when relevant, number of parts, etc.)?",gold,Yes,"3: digital scores, when relevant, number of parts",Yes,0,x,,
,"The dashboard presents an overview of the classifying dimensions. Some of them might be hierarchical in nature (for instance the region/country/city classification). Whenever a dimension is chosen, the dashboard adapts to this new context by refining the classification of scores based on sub-dimensions. Jorge manages a digital library of scores. He aims at describing each score with a rich set of contextual information, although a comprehensive descritpion is often not possible. Among these information, one finds

    The musical work (or ‘Opus’) this score belongs to. A score can cover a whole Opus (e.g., a symphony) or only a part of it (e.g., the third movement). Additionally, it can contain only some parts, all the parts, a trasnscription for non-original instruments, etc. Jorge wants to preserve each score at the appropriate level, with an adequate referencing (e.g., the official Opus number in a standard catalogue exists, K234.a, of BWV192, etc.)
    Licence and copyright information
    Relations to standard external resources to refer to, e.g., composers or other kind of authorships
    An organisation in collections, clear and flexible
    Tools to manage this organisation and search for relevant scores.In terms of digital tools, Jorge wants a dashboard that gives him at a glance on overview of a score library content. The overview shows statistics on the library organized after the many dimensions that can be used to classify score: composer, period, countries/region/city, style, length, tonality, prominent patterns, orchestration, etc.","Identify the dimensions and/or features that are relevant to support an on-the-fly reorganization of the digital library, whenever the standard organization does not meet the user’s expectations?",gold,,,,,,,
,"The dashboard presents an overview of the classifying dimensions. Some of them might be hierarchical in nature (for instance the region/country/city classification). Whenever a dimension is chosen, the dashboard adapts to this new context by refining the classification of scores based on sub-dimensions. Jorge manages a digital library of scores. He aims at describing each score with a rich set of contextual information, although a comprehensive descritpion is often not possible. Among these information, one finds

    The musical work (or ‘Opus’) this score belongs to. A score can cover a whole Opus (e.g., a symphony) or only a part of it (e.g., the third movement). Additionally, it can contain only some parts, all the parts, a trasnscription for non-original instruments, etc. Jorge wants to preserve each score at the appropriate level, with an adequate referencing (e.g., the official Opus number in a standard catalogue exists, K234.a, of BWV192, etc.)
    Licence and copyright information
    Relations to standard external resources to refer to, e.g., composers or other kind of authorships
    An organisation in collections, clear and flexible
    Tools to manage this organisation and search for relevant scores.In terms of digital tools, Jorge wants a dashboard that gives him at a glance on overview of a score library content. The overview shows statistics on the library organized after the many dimensions that can be used to classify score: composer, period, countries/region/city, style, length, tonality, prominent patterns, orchestration, etc.","Can I progressively explore the content of my library, adding criteria to refine large results?",gold,,,,,,,
,"The dashboard presents an overview of the classifying dimensions. Some of them might be hierarchical in nature (for instance the region/country/city classification). Whenever a dimension is chosen, the dashboard adapts to this new context by refining the classification of scores based on sub-dimensions. Jorge manages a digital library of scores. He aims at describing each score with a rich set of contextual information, although a comprehensive descritpion is often not possible. Among these information, one finds

    The musical work (or ‘Opus’) this score belongs to. A score can cover a whole Opus (e.g., a symphony) or only a part of it (e.g., the third movement). Additionally, it can contain only some parts, all the parts, a trasnscription for non-original instruments, etc. Jorge wants to preserve each score at the appropriate level, with an adequate referencing (e.g., the official Opus number in a standard catalogue exists, K234.a, of BWV192, etc.)
    Licence and copyright information
    Relations to standard external resources to refer to, e.g., composers or other kind of authorships
    An organisation in collections, clear and flexible
    Tools to manage this organisation and search for relevant scores.In terms of digital tools, Jorge wants a dashboard that gives him at a glance on overview of a score library content. The overview shows statistics on the library organized after the many dimensions that can be used to classify score: composer, period, countries/region/city, style, length, tonality, prominent patterns, orchestration, etc.",What is the musical work (Opus) that a score belongs to?,OntoChat,No,0,No,0,0,,
,"The dashboard presents an overview of the classifying dimensions. Some of them might be hierarchical in nature (for instance the region/country/city classification). Whenever a dimension is chosen, the dashboard adapts to this new context by refining the classification of scores based on sub-dimensions. Jorge manages a digital library of scores. He aims at describing each score with a rich set of contextual information, although a comprehensive descritpion is often not possible. Among these information, one finds

    The musical work (or ‘Opus’) this score belongs to. A score can cover a whole Opus (e.g., a symphony) or only a part of it (e.g., the third movement). Additionally, it can contain only some parts, all the parts, a trasnscription for non-original instruments, etc. Jorge wants to preserve each score at the appropriate level, with an adequate referencing (e.g., the official Opus number in a standard catalogue exists, K234.a, of BWV192, etc.)
    Licence and copyright information
    Relations to standard external resources to refer to, e.g., composers or other kind of authorships
    An organisation in collections, clear and flexible
    Tools to manage this organisation and search for relevant scores.In terms of digital tools, Jorge wants a dashboard that gives him at a glance on overview of a score library content. The overview shows statistics on the library organized after the many dimensions that can be used to classify score: composer, period, countries/region/city, style, length, tonality, prominent patterns, orchestration, etc.",How does a score relate to standard external resources such as composers or authorships?,OntoChat,No,0,No,0,0,,
,"The dashboard presents an overview of the classifying dimensions. Some of them might be hierarchical in nature (for instance the region/country/city classification). Whenever a dimension is chosen, the dashboard adapts to this new context by refining the classification of scores based on sub-dimensions. Jorge manages a digital library of scores. He aims at describing each score with a rich set of contextual information, although a comprehensive descritpion is often not possible. Among these information, one finds

    The musical work (or ‘Opus’) this score belongs to. A score can cover a whole Opus (e.g., a symphony) or only a part of it (e.g., the third movement). Additionally, it can contain only some parts, all the parts, a trasnscription for non-original instruments, etc. Jorge wants to preserve each score at the appropriate level, with an adequate referencing (e.g., the official Opus number in a standard catalogue exists, K234.a, of BWV192, etc.)
    Licence and copyright information
    Relations to standard external resources to refer to, e.g., composers or other kind of authorships
    An organisation in collections, clear and flexible
    Tools to manage this organisation and search for relevant scores.In terms of digital tools, Jorge wants a dashboard that gives him at a glance on overview of a score library content. The overview shows statistics on the library organized after the many dimensions that can be used to classify score: composer, period, countries/region/city, style, length, tonality, prominent patterns, orchestration, etc.",What information is included in the licence and copyright details of a score?,OntoChat,No,0,No,0,0,,
,"The dashboard presents an overview of the classifying dimensions. Some of them might be hierarchical in nature (for instance the region/country/city classification). Whenever a dimension is chosen, the dashboard adapts to this new context by refining the classification of scores based on sub-dimensions. Jorge manages a digital library of scores. He aims at describing each score with a rich set of contextual information, although a comprehensive descritpion is often not possible. Among these information, one finds

    The musical work (or ‘Opus’) this score belongs to. A score can cover a whole Opus (e.g., a symphony) or only a part of it (e.g., the third movement). Additionally, it can contain only some parts, all the parts, a trasnscription for non-original instruments, etc. Jorge wants to preserve each score at the appropriate level, with an adequate referencing (e.g., the official Opus number in a standard catalogue exists, K234.a, of BWV192, etc.)
    Licence and copyright information
    Relations to standard external resources to refer to, e.g., composers or other kind of authorships
    An organisation in collections, clear and flexible
    Tools to manage this organisation and search for relevant scores.In terms of digital tools, Jorge wants a dashboard that gives him at a glance on overview of a score library content. The overview shows statistics on the library organized after the many dimensions that can be used to classify score: composer, period, countries/region/city, style, length, tonality, prominent patterns, orchestration, etc.",How is an organization in collections defined and managed for scores?,OntoChat,Yes,1: collections,Yes,0,introduced organization in collections,,
,"The dashboard presents an overview of the classifying dimensions. Some of them might be hierarchical in nature (for instance the region/country/city classification). Whenever a dimension is chosen, the dashboard adapts to this new context by refining the classification of scores based on sub-dimensions. Jorge manages a digital library of scores. He aims at describing each score with a rich set of contextual information, although a comprehensive descritpion is often not possible. Among these information, one finds

    The musical work (or ‘Opus’) this score belongs to. A score can cover a whole Opus (e.g., a symphony) or only a part of it (e.g., the third movement). Additionally, it can contain only some parts, all the parts, a trasnscription for non-original instruments, etc. Jorge wants to preserve each score at the appropriate level, with an adequate referencing (e.g., the official Opus number in a standard catalogue exists, K234.a, of BWV192, etc.)
    Licence and copyright information
    Relations to standard external resources to refer to, e.g., composers or other kind of authorships
    An organisation in collections, clear and flexible
    Tools to manage this organisation and search for relevant scores.In terms of digital tools, Jorge wants a dashboard that gives him at a glance on overview of a score library content. The overview shows statistics on the library organized after the many dimensions that can be used to classify score: composer, period, countries/region/city, style, length, tonality, prominent patterns, orchestration, etc.",What tools are available to Jorge for managing the organization and searching for relevant scores?,OntoChat,No,0,No,0,0,,
