ID,Scenario,Question,Source,source_consistency,superfluous_elements,framing_bias,eval_terms,structural_assumption,NOTES
,"Sophia is a musicologist and a practising musician. Sophia is interested in understanding the social-historical reasons behind how the music was created and how it sounds. Sophia is doing social-historical research, using textual sources. One of her current projects is concerned with the relationship between music, medicine and religion at a particular charitable institution in 17th century Italy. The sources she uses, which are also not digitized, include records of an institution, payslips etc.The resources which Sophia uses are often not digitized. Therefore she needs to visit libraries. Whilst there, she will sift through the appropriate material, and take photographs of the most relevant. She will then analyze these photographs on her return home. In one particular library she may not be able to take photographs, and there she can only take notes. Sophia uses spreadsheets to maintain and compare information.

Sophia's work could be helped by:

    digitalisation of her source material;
    handwriting OCR;
    data visualization, e.g. to illustrate relationships between composers, institutions etc.;
    use of a database, i.e. as upgrade to current use of spreadsheets;
    named-entity recognition
",How can the ontology be made user-friendly for non-technical users like Sophia?,GPT4o,,1: ontology,,,,
,"Sophia is a musicologist and a practising musician. Sophia is interested in understanding the social-historical reasons behind how the music was created and how it sounds. Sophia is doing social-historical research, using textual sources. One of her current projects is concerned with the relationship between music, medicine and religion at a particular charitable institution in 17th century Italy. The sources she uses, which are also not digitized, include records of an institution, payslips etc.The resources which Sophia uses are often not digitized. Therefore she needs to visit libraries. Whilst there, she will sift through the appropriate material, and take photographs of the most relevant. She will then analyze these photographs on her return home. In one particular library she may not be able to take photographs, and there she can only take notes. Sophia uses spreadsheets to maintain and compare information.

Sophia's work could be helped by:

    digitalisation of her source material;
    handwriting OCR;
    data visualization, e.g. to illustrate relationships between composers, institutions etc.;
    use of a database, i.e. as upgrade to current use of spreadsheets;
    named-entity recognition
",What documentation and tutorials are available to assist users in utilizing the ontology?,GPT4o,,1: documentation and tutorials,,,,
,"Sophia is a musicologist and a practising musician. Sophia is interested in understanding the social-historical reasons behind how the music was created and how it sounds. Sophia is doing social-historical research, using textual sources. One of her current projects is concerned with the relationship between music, medicine and religion at a particular charitable institution in 17th century Italy. The sources she uses, which are also not digitized, include records of an institution, payslips etc.The resources which Sophia uses are often not digitized. Therefore she needs to visit libraries. Whilst there, she will sift through the appropriate material, and take photographs of the most relevant. She will then analyze these photographs on her return home. In one particular library she may not be able to take photographs, and there she can only take notes. Sophia uses spreadsheets to maintain and compare information.

Sophia's work could be helped by:

    digitalisation of her source material;
    handwriting OCR;
    data visualization, e.g. to illustrate relationships between composers, institutions etc.;
    use of a database, i.e. as upgrade to current use of spreadsheets;
    named-entity recognition
",How can the ontology support data exchange with other ontologies and databases?,GPT4o,,1: ontology,,,,
,"Sophia is a musicologist and a practising musician. Sophia is interested in understanding the social-historical reasons behind how the music was created and how it sounds. Sophia is doing social-historical research, using textual sources. One of her current projects is concerned with the relationship between music, medicine and religion at a particular charitable institution in 17th century Italy. The sources she uses, which are also not digitized, include records of an institution, payslips etc.The resources which Sophia uses are often not digitized. Therefore she needs to visit libraries. Whilst there, she will sift through the appropriate material, and take photographs of the most relevant. She will then analyze these photographs on her return home. In one particular library she may not be able to take photographs, and there she can only take notes. Sophia uses spreadsheets to maintain and compare information.

Sophia's work could be helped by:

    digitalisation of her source material;
    handwriting OCR;
    data visualization, e.g. to illustrate relationships between composers, institutions etc.;
    use of a database, i.e. as upgrade to current use of spreadsheets;
    named-entity recognition
","**Competency Questions (CQs):**  
CQ1: What entities (e.g., composers, physicians, institutions) are included in the ontology?  
CQ2: How are entities classified (e.g., subclasses of `Person`, `Institution`, `Document`, `Concept`)?  
CQ3: What relationships are defined between entities (e.g., `belongsTo`, `mentions`, `influencedBy`)?  
CQ4: What data types (text, metadata, structured data) are supported by the ontology?  
CQ5: What temporal and spatial contexts (e.g., 17th-century Italy, specific cities) are covered?  
CQ6: How are digitized and non-digitized sources (e.g., OCR text, handwritten notes) integrated?  
CQ7: What classes and properties are used to represent documents (e.g., `Manuscript`, `Payslip`, `OCRText`)?  
CQ8: How are medical practices, religious rituals, and musical styles modeled as concepts?  
CQ9: What entities are associated with a specific institution (e.g., composers, clergy)?  
CQ10: What documents contain information about a specific medical practice or religious ritual?  
CQ11: Which composers are linked to a particular religious text or musical style?  
CQ12: What entities are documented in a specific document (e.g., a payslip from 1680)?  
CQ13: How are named entities (e.g., composers, institutions) extracted from OCR text?  
CQ14: What relationships can be inferred through reasoning (e.g., a composer influenced by a ritual linked to the same institution)?  
CQ15: What entities are associated with a specific location (e.g., a city in 17th-century Italy)?  
CQ16: How are spreadsheets mapped to ontology properties (e.g., ""Date"" to temporal context)?  
CQ17: What queries can be executed using SPARQL (e.g., ""Find all composers associated with Santa Maria Institution"")?  
CQ18: How are temporal filters applied to visualize data (e.g., events in 1650–1660)?  
CQ19: What graph-based visualizations are supported (e.g., network diagrams of composers and institutions)?  
CQ20: How are version-controlled ontologies managed (e.g., using Git)?  
CQ21: What training data for NER is included (e.g., historical terms for ""physician"" or ""charitable institution"")?  
CQ22: How are handwritten notes from fieldwork mapped to ontology classes?  
CQ23: What entities are linked to a specific document type (e.g., manuscripts vs. payslips)?  
CQ24: How are interdisciplinary relationships (e.g., music and medicine) modeled?  
CQ25: What entities are associated with a specific concept (e.g., ""ReligiousRitual"" linked to a `Clergy` person)?  
CQ26: How are institutions classified (e.g., `CharitableOrganization`, `Monastery`)?  
CQ27: What properties link documents to concepts (e.g., `mentions`)?  
CQ28: How are historical documents (e.g., photographs of manuscripts) integrated with metadata?  
CQ29: What queries can identify entities based on multiple criteria (e.g., ""Composers in Venice, 1670–1680"")?  
CQ30: How are relationships between entities visualized (e.g., composer-institution-music style networks)?  
CQ31: What entities are documented in a specific document type (e.g., OCR text vs. handwritten notes)?  
CQ32: How are ontologies exported/imported for collaboration?  
CQ33: What security measures are in place for sensitive historical documents?  
CQ34: How are ontologies made interoperable with tools like Tesseract or Cytoscape?  
CQ35: What entities are linked to a specific temporal event (e.g., a religious festival in 1645)?  
CQ36: How are medical practices documented in payslips from a specific year?  
CQ37: What entities are associated with a specific musical style (e.g., Baroque)?  
CQ38: How are relationships between concepts (e.g., ""MedicalPractice"" and ""ReligiousRitual"") modeled?  
CQ39: What queries can identify entities based on spatial context (e.g., ""Institutions in Rome"")?  
CQ40: How are ontologies updated to include new data (e.g., 18th-century entities)?  
CQ41: What entities are linked to a specific document's metadata (e.g., ""Author"" or ""Date"")?  
CQ42: How are relationships between people and institutions visualized (e.g., network diagrams)?  
CQ43: What entities are associated with a specific concept (e.g., ""MusicalStyle"" linked to a `Composer`)?  
CQ44: How are ontologies documented for usability (e.g., for librarians or archivists)?  
CQ45: What queries can identify entities based on multiple relationships (e.g., ""Composers influenced by a ritual and linked to a monastery"")?  
CQ46: How are ontologies scaled to handle large datasets (e.g., thousands of documents)?  
CQ47: What entities are linked to a specific document's content (e.g., OCR text mentioning a `Physician`)?  
CQ48: How are ontologies made compatible with existing databases (e.g., MySQL for spreadsheet data)?  
CQ49: What queries can identify entities based on both temporal and spatial criteria (e.g., ""Institutions in Florence, 1650–1660"")?  
CQ50: How are ontologies used to support interdisciplinary research (e.g., linking music, medicine, and religion)?",Ollama_qwen3_14b,,"3: Git, Tesseract, Cytoscape",,,,
,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.",What are the historical and modern versions of a specific musical instrument from the late 16th to 18th century?,GPT4o,Yes,"2: versions, specific",Yes,1: specific,0,
,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.","What are the detailed properties of a given musical instrument, including timbre, pitch range, dynamic range, and notation?",GPT4o,Yes,1: properties,No,0,0,
,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.","Which instrument families does a specific instrument belong to, and what are their roles in compositions?",GPT4o,Yes,"2: specific, roles",Yes,1: specific,0,
,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.",What are the combinations of instruments used in a specific composition from any era?,GPT4o,Yes,1: specific,Yes,1: specific,0,
,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.","Who are the composers active in Rome, Vienna, London, and Paris during the late 16th to 18th century, and what are their notable works?",GPT4o,Yes,"2: active, notable",Yes,1: notable,0,
,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.",What are the differences between historical and modern performance practices for a specific composition?,GPT4o,Yes,"3: differences, practices, specific",Yes,1: specific,0,
,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.",How are specific musical instruments used in original compositions compared to modern reinterpretations?,GPT4o,Yes,"3: specific, compared to, reinterpretations",Yes,1: specific,0,
,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.",What are the characteristics of compositions that feature a specific instrument or combination of instruments?,GPT4o,Yes,"3: characteristics, feature, specific",Yes,1: specific,0,
,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.","How can a specific musical instrument be classified within its family, and what are its historical and modern uses?",GPT4o,Yes,"2: specific, classified",Yes,1: specific,0,
,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.","What are the notable music festivals that focus on historical and modern performances, and which compositions are featured?",GPT4o,Yes,"2: notable, features",Yes,1: notable,0,
,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.",How can the ontology be used to organize a music festival that includes both historical and modern performances?,GPT4o,Yes,1: ontology,No,0,0,
,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.",What are the interoperability features of the ontology with existing musicological databases and ontologies?,GPT4o,Yes,"5: interoperability, features, ontology, existing, ontologies",No,0,0,
,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.","How can the ontology be updated to include new instruments, composers, and compositions?",GPT4o,Yes,"3: ontology, updated, new",No,0,1: updated,
,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.",What documentation is available to assist users in understanding and utilizing the ontology effectively?,GPT4o,Yes,"7: documentation, assist, users, understanding, utilizing, ontology, effectively",Yes,1: effectively,0,
,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.",How can the ontology support efficient querying and retrieval of information about musical instruments and compositions?,GPT4o,Yes,"4: ontology, efficient, querying, retrieval",Yes,1: efficient,0,
,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.","(Note: The actual list of competency questions is extensive and would require a detailed enumeration based on the ontology's core elements, but due to the complexity and length, a full list is not provided here. The above is a placeholder to indicate the structure and intent.)",Ollama_qwen3_14b,,"I notice that no specific CQ (Competency Question) has been provided in your prompt. You've included the scenario and instructions, but the actual CQ text that I should analyze is missing.

Could you please provide the specific CQ you'd like me to annotate for superfluous elements?",,,,
,"Successfully plan the restoration of an organ.. In this scenario Paul has to plan a similar restoration. However, from his already extensive knowledge about organs, he is uncertain about some of the information that was provided by the encyclopaedia. That is, some of the mentioned components and technicalities such as the pitch seemed illogical when compared to the other organs from the same organ builder. If it would somehow be possible to mark facts that are unreliable or untrue, that would save Paul a lot of time checking, verifying, and notating.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
",1. What are the components of a specific historical organ?,GPT4o,Yes,1: specific,Yes,1: specific,0,
,"Successfully plan the restoration of an organ.. In this scenario Paul has to plan a similar restoration. However, from his already extensive knowledge about organs, he is uncertain about some of the information that was provided by the encyclopaedia. That is, some of the mentioned components and technicalities such as the pitch seemed illogical when compared to the other organs from the same organ builder. If it would somehow be possible to mark facts that are unreliable or untrue, that would save Paul a lot of time checking, verifying, and notating.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
","2. What are the technical specifications of a given organ component, such as pitch and tuning?",GPT4o,Yes,1: tuning,No,0,0,
,"Successfully plan the restoration of an organ.. In this scenario Paul has to plan a similar restoration. However, from his already extensive knowledge about organs, he is uncertain about some of the information that was provided by the encyclopaedia. That is, some of the mentioned components and technicalities such as the pitch seemed illogical when compared to the other organs from the same organ builder. If it would somehow be possible to mark facts that are unreliable or untrue, that would save Paul a lot of time checking, verifying, and notating.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
",3. Which sources provide information about a particular organ or its components?,GPT4o,Yes,"2: sources, particular",Yes,1: particular,0,
,"Successfully plan the restoration of an organ.. In this scenario Paul has to plan a similar restoration. However, from his already extensive knowledge about organs, he is uncertain about some of the information that was provided by the encyclopaedia. That is, some of the mentioned components and technicalities such as the pitch seemed illogical when compared to the other organs from the same organ builder. If it would somehow be possible to mark facts that are unreliable or untrue, that would save Paul a lot of time checking, verifying, and notating.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
",4. How reliable is the information from a specific source regarding an organ component?,GPT4o,Yes,1: specific source,Yes,"2: reliable, specific",0,
,"Successfully plan the restoration of an organ.. In this scenario Paul has to plan a similar restoration. However, from his already extensive knowledge about organs, he is uncertain about some of the information that was provided by the encyclopaedia. That is, some of the mentioned components and technicalities such as the pitch seemed illogical when compared to the other organs from the same organ builder. If it would somehow be possible to mark facts that are unreliable or untrue, that would save Paul a lot of time checking, verifying, and notating.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
",5. What discrepancies exist between different sources about a specific organ component?,GPT4o,Yes,"3: discrepancies, different sources, specific",Yes,1: specific,0,
,"Successfully plan the restoration of an organ.. In this scenario Paul has to plan a similar restoration. However, from his already extensive knowledge about organs, he is uncertain about some of the information that was provided by the encyclopaedia. That is, some of the mentioned components and technicalities such as the pitch seemed illogical when compared to the other organs from the same organ builder. If it would somehow be possible to mark facts that are unreliable or untrue, that would save Paul a lot of time checking, verifying, and notating.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
","6. What is the historical context of a particular organ, including its provenance and changes over time?",GPT4o,Yes,"4: historical context, particular, provenance, changes over time",Yes,1: particular,0,
,"Successfully plan the restoration of an organ.. In this scenario Paul has to plan a similar restoration. However, from his already extensive knowledge about organs, he is uncertain about some of the information that was provided by the encyclopaedia. That is, some of the mentioned components and technicalities such as the pitch seemed illogical when compared to the other organs from the same organ builder. If it would somehow be possible to mark facts that are unreliable or untrue, that would save Paul a lot of time checking, verifying, and notating.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
",7. How can the reliability of information about an organ component be assessed?,GPT4o,Yes,1: assess,No,0,0,
,"Successfully plan the restoration of an organ.. In this scenario Paul has to plan a similar restoration. However, from his already extensive knowledge about organs, he is uncertain about some of the information that was provided by the encyclopaedia. That is, some of the mentioned components and technicalities such as the pitch seemed illogical when compared to the other organs from the same organ builder. If it would somehow be possible to mark facts that are unreliable or untrue, that would save Paul a lot of time checking, verifying, and notating.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
",8. What are the annotations associated with a specific source of information?,GPT4o,Yes,"2: source, annotations",No,0,0,
,"Successfully plan the restoration of an organ.. In this scenario Paul has to plan a similar restoration. However, from his already extensive knowledge about organs, he is uncertain about some of the information that was provided by the encyclopaedia. That is, some of the mentioned components and technicalities such as the pitch seemed illogical when compared to the other organs from the same organ builder. If it would somehow be possible to mark facts that are unreliable or untrue, that would save Paul a lot of time checking, verifying, and notating.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
",9. How has the technical specification of a particular organ component changed over time?,GPT4o,Yes,"2: particular, changed over time",Yes,1: particular,0,
,"Successfully plan the restoration of an organ.. In this scenario Paul has to plan a similar restoration. However, from his already extensive knowledge about organs, he is uncertain about some of the information that was provided by the encyclopaedia. That is, some of the mentioned components and technicalities such as the pitch seemed illogical when compared to the other organs from the same organ builder. If it would somehow be possible to mark facts that are unreliable or untrue, that would save Paul a lot of time checking, verifying, and notating.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
",10. Which organs are documented in a specific database or archive?,GPT4o,Yes,"2: documented, specific",Yes,1: specific,0,
