dataset,group,scenario,cq,se_raw,se_count,se_elements,source_consistency,se_justified,se_justified_src
IB_WHOW_CVN,NeoNGPT_GPT4o,"Sage, a water resource manager with a background in environmental science, is tasked with overseeing the sustainability and conservation efforts of water basins in her region. Her responsibilities include not only maintaining current water quality and usage standards but also planning for future water needs and conservation efforts. Sage needs detailed information on various water basins, including which water bodies belong to a specific basin, the sub-water basins contained within them, the classification of different types of water bodies, especially coastal ones, and a comprehensive list of all water body types for planning and reporting purposes.

Moreover, having a list of all types of water bodies available at her disposal enables Sage to communicate effectively with local stakeholders, government entities, and international conservation bodies, providing reports, data analysis, and strategic planning documents that are based on comprehensive and accurate water body classifications.",How user-friendly is the ontology for users with varying levels of expertise?,1: user-friendly,1,user-friendly,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"Sage, a water resource manager with a background in environmental science, is tasked with overseeing the sustainability and conservation efforts of water basins in her region. Her responsibilities include not only maintaining current water quality and usage standards but also planning for future water needs and conservation efforts. Sage needs detailed information on various water basins, including which water bodies belong to a specific basin, the sub-water basins contained within them, the classification of different types of water bodies, especially coastal ones, and a comprehensive list of all water body types for planning and reporting purposes.

Moreover, having a list of all types of water bodies available at her disposal enables Sage to communicate effectively with local stakeholders, government entities, and international conservation bodies, providing reports, data analysis, and strategic planning documents that are based on comprehensive and accurate water body classifications.",What mechanisms are in place to ensure efficient querying and data retrieval?,1: mechanisms,1,mechanisms,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"Sage, a water resource manager with a background in environmental science, is tasked with overseeing the sustainability and conservation efforts of water basins in her region. Her responsibilities include not only maintaining current water quality and usage standards but also planning for future water needs and conservation efforts. Sage needs detailed information on various water basins, including which water bodies belong to a specific basin, the sub-water basins contained within them, the classification of different types of water bodies, especially coastal ones, and a comprehensive list of all water body types for planning and reporting purposes.

Moreover, having a list of all types of water bodies available at her disposal enables Sage to communicate effectively with local stakeholders, government entities, and international conservation bodies, providing reports, data analysis, and strategic planning documents that are based on comprehensive and accurate water body classifications.",How is the ontology maintained and updated with new information or classification changes?,1: ontology,1,ontology,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"Sage, a water resource manager with a background in environmental science, is tasked with overseeing the sustainability and conservation efforts of water basins in her region. Her responsibilities include not only maintaining current water quality and usage standards but also planning for future water needs and conservation efforts. Sage needs detailed information on various water basins, including which water bodies belong to a specific basin, the sub-water basins contained within them, the classification of different types of water bodies, especially coastal ones, and a comprehensive list of all water body types for planning and reporting purposes.

Moreover, having a list of all types of water bodies available at her disposal enables Sage to communicate effectively with local stakeholders, government entities, and international conservation bodies, providing reports, data analysis, and strategic planning documents that are based on comprehensive and accurate water body classifications.",What are the international conservation bodies involved in water management that the ontology can interact with?,1: international conservation bodies,1,international conservation bodies,,Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"Sage, a water resource manager with a background in environmental science, is tasked with overseeing the sustainability and conservation efforts of water basins in her region. Her responsibilities include not only maintaining current water quality and usage standards but also planning for future water needs and conservation efforts. Sage needs detailed information on various water basins, including which water bodies belong to a specific basin, the sub-water basins contained within them, the classification of different types of water bodies, especially coastal ones, and a comprehensive list of all water body types for planning and reporting purposes.

Moreover, having a list of all types of water bodies available at her disposal enables Sage to communicate effectively with local stakeholders, government entities, and international conservation bodies, providing reports, data analysis, and strategic planning documents that are based on comprehensive and accurate water body classifications.","How can local stakeholders, including community groups and NGOs, utilize the ontology for their purposes?",1: ontology,1,ontology,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"Sage, a water resource manager with a background in environmental science, is tasked with overseeing the sustainability and conservation efforts of water basins in her region. Her responsibilities include not only maintaining current water quality and usage standards but also planning for future water needs and conservation efforts. Sage needs detailed information on various water basins, including which water bodies belong to a specific basin, the sub-water basins contained within them, the classification of different types of water bodies, especially coastal ones, and a comprehensive list of all water body types for planning and reporting purposes.

Moreover, having a list of all types of water bodies available at her disposal enables Sage to communicate effectively with local stakeholders, government entities, and international conservation bodies, providing reports, data analysis, and strategic planning documents that are based on comprehensive and accurate water body classifications.",What are the performance metrics for the ontology in terms of query response time and data retrieval efficiency?,"2: performance metrics, ontology",2,"performance metrics, ontology",,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The system asks me if I want to order tickets to a proposed event if there are tickets available. I am presented with a set of ticket options, and get to select the time of the show, the seat I want at the movie theatre. Finally, I pay by credit card.","1. What are the details of a specific movie event, including title, description, date, time, and location?","5: details, title, description, date, location",5,"details, title, description, date, location",,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The system asks me if I want to order tickets to a proposed event if there are tickets available. I am presented with a set of ticket options, and get to select the time of the show, the seat I want at the movie theatre. Finally, I pay by credit card.",2. What are the available ticket types for a particular movie event?,1: types,1,types,,Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The system asks me if I want to order tickets to a proposed event if there are tickets available. I am presented with a set of ticket options, and get to select the time of the show, the seat I want at the movie theatre. Finally, I pay by credit card.",3. How many tickets are available for a specific ticket type for a given movie event?,"2: specific ticket type, given movie event",2,"specific ticket type, given movie event",,Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The system asks me if I want to order tickets to a proposed event if there are tickets available. I am presented with a set of ticket options, and get to select the time of the show, the seat I want at the movie theatre. Finally, I pay by credit card.","4. What are the seating arrangements for a specific movie theatre, including seat numbers and categories?","2: seating arrangements, categories",2,"seating arrangements, categories",,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The system asks me if I want to order tickets to a proposed event if there are tickets available. I am presented with a set of ticket options, and get to select the time of the show, the seat I want at the movie theatre. Finally, I pay by credit card.","6. What are the payment methods available for purchasing tickets, specifically focusing on credit card transactions?",1: payment methods,1,payment methods,,Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The system asks me if I want to order tickets to a proposed event if there are tickets available. I am presented with a set of ticket options, and get to select the time of the show, the seat I want at the movie theatre. Finally, I pay by credit card.",7. Can a user query for movie events scheduled on a specific date or time?,1: query,1,query,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The system asks me if I want to order tickets to a proposed event if there are tickets available. I am presented with a set of ticket options, and get to select the time of the show, the seat I want at the movie theatre. Finally, I pay by credit card.",8. How can a user find movie events happening at a particular location?,1: location,1,location,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The system asks me if I want to order tickets to a proposed event if there are tickets available. I am presented with a set of ticket options, and get to select the time of the show, the seat I want at the movie theatre. Finally, I pay by credit card.",9. What are the differences between standard and VIP ticket types for a specific event?,"2: differences, VIP ticket types",2,"differences, VIP ticket types",,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The system asks me if I want to order tickets to a proposed event if there are tickets available. I am presented with a set of ticket options, and get to select the time of the show, the seat I want at the movie theatre. Finally, I pay by credit card.",10. How can a user select a seat based on preferences such as aisle or center seating?,1: preferences,1,preferences,,Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The system asks me if I want to order tickets to a proposed event if there are tickets available. I am presented with a set of ticket options, and get to select the time of the show, the seat I want at the movie theatre. Finally, I pay by credit card.",11. What are the steps involved in processing a credit card transaction for ticket purchase?,"1: processing, transaction",1,"processing, transaction",,Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The system asks me if I want to order tickets to a proposed event if there are tickets available. I am presented with a set of ticket options, and get to select the time of the show, the seat I want at the movie theatre. Finally, I pay by credit card.",12. How can the system provide personalized movie event recommendations to a user?,1: personalized movie event recommendations,1,personalized movie event recommendations,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The system asks me if I want to order tickets to a proposed event if there are tickets available. I am presented with a set of ticket options, and get to select the time of the show, the seat I want at the movie theatre. Finally, I pay by credit card.",13. How does the ontology support interoperability with existing ticket booking systems?,1: ontology,1,ontology,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The system asks me if I want to order tickets to a proposed event if there are tickets available. I am presented with a set of ticket options, and get to select the time of the show, the seat I want at the movie theatre. Finally, I pay by credit card.",14. How can the ontology accommodate a large number of events and users efficiently?,1: ontology,1,ontology,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The system asks me if I want to order tickets to a proposed event if there are tickets available. I am presented with a set of ticket options, and get to select the time of the show, the seat I want at the movie theatre. Finally, I pay by credit card.",15. How can the ontology be updated to reflect changes in movie event scheduling or ticketing options?,1: ontology,1,ontology,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The system asks me if I want to order tickets to a proposed event if there are tickets available. I am presented with a set of ticket options, and get to select the time of the show, the seat I want at the movie theatre. Finally, I pay by credit card.",16. What queries can a user make regarding ticket availability for a specific movie event?,1: queries,1,queries,,Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The system asks me if I want to order tickets to a proposed event if there are tickets available. I am presented with a set of ticket options, and get to select the time of the show, the seat I want at the movie theatre. Finally, I pay by credit card.",17. How does the ontology ensure quick response times for user queries?,1: ontology,1,ontology,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The system asks me if I want to order tickets to a proposed event if there are tickets available. I am presented with a set of ticket options, and get to select the time of the show, the seat I want at the movie theatre. Finally, I pay by credit card.",18. How can developers and end-users easily understand and use the ontology?,"3: developers, end-users, ontology",3,"developers, end-users, ontology",,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The system asks me if I want to order tickets to a proposed event if there are tickets available. I am presented with a set of ticket options, and get to select the time of the show, the seat I want at the movie theatre. Finally, I pay by credit card.",19. How does the ontology facilitate automated reasoning about seat selection and ticket availability?,"2: ontology, automated reasoning",2,"ontology, automated reasoning",,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The system asks me if I want to order tickets to a proposed event if there are tickets available. I am presented with a set of ticket options, and get to select the time of the show, the seat I want at the movie theatre. Finally, I pay by credit card.",20. How can the ontology support the development of intelligent ticket booking systems?,1: ontology,1,ontology,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"The system asks me if I want to order tickets to a proposed event if there are tickets available. I am presented with a set of ticket options, and get to select the time of the show, the seat I want at the movie theatre. Finally, I pay by credit card.","**List of Competency Questions (CQs):**  
CQ1",1: List of Competency Questions (CQs),1,List of Competency Questions (CQs),,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"The system asks me if I want to order tickets to a proposed event if there are tickets available. I am presented with a set of ticket options, and get to select the time of the show, the seat I want at the movie theatre. Finally, I pay by credit card.","**Note:** The actual list of 100 CQs would be generated by systematically addressing all classes, properties, constraints, processes, and relationships in the ontology, ensuring coverage of the core elements (e.g., Event, Ticket, Seat, Payment, User, Theatre, TimeSlot) and their attributes, relationships, and constraints. For brevity, the placeholder ""CQ1",1: ontology,1,ontology,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The value proposition that a circular value network holds is the value the network can generate and which motivates its existence. It could be in the form of business value as in monetary terms, but also in the form of environmental, sustainability and performance values.",1. What are the key stakeholders involved in a circular value network?,1: stakeholders,1,stakeholders,,Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The value proposition that a circular value network holds is the value the network can generate and which motivates its existence. It could be in the form of business value as in monetary terms, but also in the form of environmental, sustainability and performance values.",4. How is monetary value exchanged between stakeholders in the network?,1: exchanged,1,exchanged,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The value proposition that a circular value network holds is the value the network can generate and which motivates its existence. It could be in the form of business value as in monetary terms, but also in the form of environmental, sustainability and performance values.",7. What are the performance metrics used to evaluate the network's efficiency?,1: performance metrics,1,performance metrics,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The value proposition that a circular value network holds is the value the network can generate and which motivates its existence. It could be in the form of business value as in monetary terms, but also in the form of environmental, sustainability and performance values.",8. What processes are involved in the transformation of resources within the network?,1: processes,1,processes,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The value proposition that a circular value network holds is the value the network can generate and which motivates its existence. It could be in the form of business value as in monetary terms, but also in the form of environmental, sustainability and performance values.",9. How do stakeholders interact and collaborate within the network?,1: stakeholders,1,stakeholders,,Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The value proposition that a circular value network holds is the value the network can generate and which motivates its existence. It could be in the form of business value as in monetary terms, but also in the form of environmental, sustainability and performance values.",10. What constraints and rules govern the operation of the circular value network?,"1: constraints, rules govern",1,"constraints, rules govern",,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The value proposition that a circular value network holds is the value the network can generate and which motivates its existence. It could be in the form of business value as in monetary terms, but also in the form of environmental, sustainability and performance values.",11. How can the network be optimized for better resource utilization?,1: optimized,1,optimized,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The value proposition that a circular value network holds is the value the network can generate and which motivates its existence. It could be in the form of business value as in monetary terms, but also in the form of environmental, sustainability and performance values.",15. How can the network adapt to changes in resource availability?,1: adapt,1,adapt,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The value proposition that a circular value network holds is the value the network can generate and which motivates its existence. It could be in the form of business value as in monetary terms, but also in the form of environmental, sustainability and performance values.",16. What are the best practices for enhancing value generation in the network?,1: best practices,1,best practices,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The value proposition that a circular value network holds is the value the network can generate and which motivates its existence. It could be in the form of business value as in monetary terms, but also in the form of environmental, sustainability and performance values.",17. How can the network's performance be benchmarked against industry standards?,1: benchmarked against industry standards,1,benchmarked against industry standards,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The value proposition that a circular value network holds is the value the network can generate and which motivates its existence. It could be in the form of business value as in monetary terms, but also in the form of environmental, sustainability and performance values.",18. What tools and applications can be developed using the ontology to support decision-making?,"2: tools, applications",2,"tools, applications",,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The value proposition that a circular value network holds is the value the network can generate and which motivates its existence. It could be in the form of business value as in monetary terms, but also in the form of environmental, sustainability and performance values.",19. How can the ontology facilitate research and innovation in circular economy practices?,1: ontology,1,ontology,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"The value proposition that a circular value network holds is the value the network can generate and which motivates its existence. It could be in the form of business value as in monetary terms, but also in the form of environmental, sustainability and performance values.",20. What are the interoperability requirements for integrating the ontology with existing systems?,1: interoperability requirements,1,interoperability requirements,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are many different weather services available online, I prefer www.yr.no. My preferred configuration of the service is the weather service for Berlin with the current 3-day prognosis.",How will the humidity levels change in Berlin over the next three days?,1: humidity levels,1,humidity levels,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are many different weather services available online, I prefer www.yr.no. My preferred configuration of the service is the weather service for Berlin with the current 3-day prognosis.","How can I retrieve the weather forecast for a specific parameter (e.g., temperature, wind speed) for Berlin on a given day?","2: specific parameter, given day",2,"specific parameter, given day",,Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are many different weather services available online, I prefer www.yr.no. My preferred configuration of the service is the weather service for Berlin with the current 3-day prognosis.",What is the source of the weather data used for the Berlin forecast?,1: source,1,source,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are many different weather services available online, I prefer www.yr.no. My preferred configuration of the service is the weather service for Berlin with the current 3-day prognosis.",How often is the weather data for Berlin updated in the ontology?,1: ontology,1,ontology,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are many different weather services available online, I prefer www.yr.no. My preferred configuration of the service is the weather service for Berlin with the current 3-day prognosis.","Can I filter the weather forecast for Berlin based on specific user preferences, such as only showing days with expected rain?",1: user preferences,1,user preferences,,Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are many different weather services available online, I prefer www.yr.no. My preferred configuration of the service is the weather service for Berlin with the current 3-day prognosis.",What are the historical weather trends for Berlin over the past three days?,"2: historical, trends",2,"historical, trends",,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are many different weather services available online, I prefer www.yr.no. My preferred configuration of the service is the weather service for Berlin with the current 3-day prognosis.",How can I integrate additional weather data sources into the existing ontology?,"1: integrate, additional weather data sources, ontology",1,"integrate, additional weather data sources, ontology",,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are many different weather services available online, I prefer www.yr.no. My preferred configuration of the service is the weather service for Berlin with the current 3-day prognosis.",What is the accuracy level of the weather forecasts provided for Berlin?,1: accuracy level,1,accuracy level,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are many different weather services available online, I prefer www.yr.no. My preferred configuration of the service is the weather service for Berlin with the current 3-day prognosis.",How can I access the weather forecast for Berlin using SPARQL queries?,1: SPARQL queries,1,SPARQL queries,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are many different weather services available online, I prefer www.yr.no. My preferred configuration of the service is the weather service for Berlin with the current 3-day prognosis.",What are the interoperability features of the ontology with other meteorological data standards?,"2: interoperability features, ontology",2,"interoperability features, ontology",,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are many different weather services available online, I prefer www.yr.no. My preferred configuration of the service is the weather service for Berlin with the current 3-day prognosis.",How does the ontology handle temporal data for managing forecasts over time?,1: ontology,1,ontology,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are many different weather services available online, I prefer www.yr.no. My preferred configuration of the service is the weather service for Berlin with the current 3-day prognosis.",What mechanisms are in place to ensure the reliability of the weather data for Berlin?,1: mechanisms,1,mechanisms,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are many different weather services available online, I prefer www.yr.no. My preferred configuration of the service is the weather service for Berlin with the current 3-day prognosis.",How can non-technical users access the weather forecast for Berlin through a user-friendly interface?,"2: non-technical users, user-friendly interface",2,"non-technical users, user-friendly interface",,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are many different weather services available online, I prefer www.yr.no. My preferred configuration of the service is the weather service for Berlin with the current 3-day prognosis.",What are the scalability features of the ontology to handle increased data volume and user demand?,"2: scalability features, ontology",2,"scalability features, ontology",,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are many different weather services available online, I prefer www.yr.no. My preferred configuration of the service is the weather service for Berlin with the current 3-day prognosis.",How is the ontology maintained and updated as new weather data becomes available?,"2: ontology, maintained",2,"ontology, maintained",,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are many different weather services available online, I prefer www.yr.no. My preferred configuration of the service is the weather service for Berlin with the current 3-day prognosis.",What are the usability features of the ontology for both technical and non-technical users?,"2: usability features, ontology",2,"usability features, ontology",,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.",What are the key actors involved in a construction project?,1: key actors,1,key actors,,Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.",What roles and responsibilities does each actor have in the material flow of a construction project?,1: responsibilities,1,responsibilities,,Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","How are materials sourced, used, recycled, and disposed of in a construction project?","4: sourced, used, recycled, disposed of",4,"sourced, used, recycled, disposed of",,Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.",What are the principles of the circular economy that are integrated into the construction material flow?,1: principles,1,principles,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.",How can resource efficiency be improved in a construction project?,1: resource efficiency,1,resource efficiency,,Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.",What processes are involved in the recycling and reuse of construction materials?,"2: processes, recycling and reuse",2,"processes, recycling and reuse",,Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.",How does the ontology support interoperability with existing construction management systems?,1: ontology,1,ontology,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.",What are the lifecycle stages of materials in a construction project?,1: lifecycle stages,1,lifecycle stages,,Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.",How can waste reduction be achieved in construction projects?,1: waste reduction,1,waste reduction,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.",What decision-making processes are supported by the ontology for construction project management?,1: decision-making processes,1,decision-making processes,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.",How does the ontology facilitate communication between different stakeholders in the construction industry?,1: ontology,1,ontology,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.",What are the sustainability assessment criteria for construction projects?,1: sustainability assessment criteria,1,sustainability assessment criteria,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.",How can the ontology be extended to include new actors or roles in the construction industry?,1: ontology,1,ontology,,Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.",What are the compliance requirements related to construction and sustainability that the ontology addresses?,"2: compliance requirements, sustainability",2,"compliance requirements, sustainability",,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.",How does the ontology support the development of training and educational materials on sustainable construction practices?,1: ontology,1,ontology,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.",What are the constraints and relationships between different actors and materials in a construction project?,"2: constraints, relationships",2,"constraints, relationships",,Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.",How can the ontology be used to analyze data for improving resource efficiency in construction projects?,1: ontology,1,ontology,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.",What are the environmental impacts of different material flows in construction projects?,1: environmental impacts,1,environmental impacts,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.",How does the ontology model the integration of circular economy principles into construction processes?,1: ontology,1,ontology,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_GPT4o,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.",What are the performance metrics for efficient querying and reasoning within the ontology?,1: performance metrics,1,performance metrics,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","What roles does a particular actor (e.g., ""recycler"") perform in the construction industry?",1: construction industry,1,construction industry,,Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","Which materials are associated with a specific role (e.g., ""material supplier"")?",1: specific role,1,specific role,,Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","What are the lifecycle stages of a given material (e.g., ""concrete"")?",1: lifecycle stages,1,lifecycle stages,,Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","What environmental properties (e.g., carbon footprint) are associated with a material (e.g., ""steel"")?",1: environmental properties,1,environmental properties,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","What technical properties (e.g., strength, recyclability) define a material (e.g., ""recycled aggregate"")?",1: technical properties,1,technical properties,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","What processes (e.g., ""concrete crushing"") are involved in the recycling of a specific material?",1: recycling,1,recycling,,Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","Which actors perform a specific process (e.g., ""steel melting"")?",1: steel melting,1,steel melting,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","What value metrics (e.g., cost savings, CO₂ reduction) are linked to a circular value flow process?",1: value metrics,1,value metrics,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","How is a material (e.g., ""wood"") reused in a construction project?",1: reused,1,reused,,Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","What is the relationship between an actor (e.g., ""contractor"") and a role (e.g., ""waste manager"")?","2: relationship, waste manager",2,"relationship, waste manager",,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","Which materials are part of a specific flow (e.g., ""demolition waste flow"")?",1: specific flow,1,specific flow,,Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","What sustainability standards (e.g., ISO 14000) does the ontology align with?",1: sustainability standards,1,sustainability standards,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","How does the ontology integrate with existing ontologies (e.g., SAREF, CONSTRUCT)?",1: integrate with existing ontologies,1,integrate with existing ontologies,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","What is the carbon footprint of a recycled material (e.g., ""recycled steel beam"")?",1: carbon footprint,1,carbon footprint,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","Which materials are reused by recyclers in a specific region (e.g., ""Region X"")?","2: reused, specific region",2,"reused, specific region",,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","What processes are required to transform a material (e.g., ""concrete"") into a recycled product?",1: processes,1,processes,,Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.",What actors are responsible for managing waste in a construction project?,1: managing waste,1,managing waste,,Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","What lifecycle stage (e.g., ""demolition"") is associated with a specific material flow?",1: lifecycle stage,1,lifecycle stage,,Justified,llm
